Duke, Michigan St., 48.84,51.16,45.14,54.86
Florida St., Michigan, 40.74,59.26,58.99,41.01
Virginia, Tennessee, 52.84,47.16,41.97,58.03
North Carolina, Kentucky, 53.93,46.07,37.72,62.28
