date, rank, opponent, outcome, team_score, opp_score, home/away, rank,name,conf,win_loss,adjEM,adjO,adjD,adjT,luck,adjEM,oppO,oppD,noncon_adjEM, opp_rank, opp_name, opp_conf, opp_win_loss, opp_adjEM, opp_adjO, opp_adjD, opp_adjT, opp_luck, opp_adjEM, opp_oppO, opp_oppD, opp_noncon_adjEM
Sat Feb 2, 203, Rice, L,  76, 63, A,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,203, Rice, WAC, 10-19, +0.85, 98.0, 101.4, 67.7, -.051, +0.85, 103.8, 102.9, -4.17
Thu Feb 7, 123, Nevada, L,  66, 57, H,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,123, Nevada, WAC, 16-13, +2.04, 103.9, 100.5, 71.6, +.034, +2.04, 104.3, 102.3, -1.94
Sun Feb 10, 38, Oklahoma St., W,  58, 52, H,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,38, Oklahoma St., B12, 23-9, +7.11, 107.9, 92.1, 66.0, +.047, +7.11, 108.1, 101.0, +0.53
Thu Feb 14, 189, UTEP, W,  72, 64, H,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,189, UTEP, WAC, 9-22, +2.72, 101.3, 103.7, 67.7, -.087, +2.72, 105.4, 102.7, +1.06
Sat Feb 16, 188, Boise St., L,  61, 58, H,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,188, Boise St., WAC, 12-17, +2.30, 98.2, 100.4, 65.2, +.016, +2.30, 104.6, 102.3, -3.11
Thu Feb 21, 64, Louisiana Tech, L,  66, 63, A,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,64, Louisiana Tech, WAC, 20-10, +3.23, 110.0, 98.6, 66.3, +.002, +3.23, 104.2, 101.0, +3.66
Sat Feb 23, 108, SMU, W,  86, 78, A,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,108, SMU, WAC, 15-14, +2.92, 107.6, 103.2, 67.7, -.025, +2.92, 104.8, 101.8, +2.29
Thu Feb 28, 251, San Jose St., W,  72, 60, H,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,251, San Jose St., WAC, 9-20, +2.40, 98.7, 107.1, 63.2, +.050, +2.40, 104.1, 101.7, -4.30
Sat Mar 2, 51, Hawaii, L,  82, 79, H,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,51, Hawaii, WAC, 26-6, -0.72, 110.3, 97.2, 65.6, +.007, -0.72, 103.1, 103.8, -9.70
Thu Mar 7, 64, Louisiana Tech, W,  72, 69, N,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,64, Louisiana Tech, WAC, 20-10, +3.23, 110.0, 98.6, 66.3, +.002, +3.23, 104.2, 101.0, +3.66
Fri Mar 8, 41, Tulsa, L,  81, 65, A,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,41, Tulsa, WAC, 26-7, +2.03, 116.0, 100.4, 69.5, +.001, +2.03, 103.9, 101.9, -1.44
Wed Mar 13, 48, Temple, L,  81, 75, H,82, Fresno St., WAC, 19-15, +4.84, 104.4, 96.5, 72.4, -.025, +4.84, 106.4, 101.5, +5.93,48, Temple, A10, 19-15, +8.04, 114.0, 100.4, 62.2, -.038, +8.04, 107.7, 99.7, +14.74
Fri Nov 16, 47, Valparaiso, W,  73, 69, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,47, Valparaiso, MCon, 24-8, -1.66, 111.5, 97.8, 68.7, -.032, -1.66, 103.2, 104.8, +2.06
Wed Nov 21, 196, Radford, W,  91, 84, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,196, Radford, BSth, 14-16, -6.96, 98.0, 100.9, 69.8, -.104, -6.96, 99.1, 106.1, +4.34
Sat Nov 24, 15, Stanford, L,  78, 62, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,15, Stanford, P10, 20-10, +10.33, 116.6, 96.3, 69.5, -.020, +10.33, 110.4, 100.1, +2.10
Tue Nov 27, 28, Butler, L,  74, 68, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,28, Butler, Horz, 26-6, -1.43, 111.9, 94.3, 62.1, -.051, -1.43, 103.3, 104.7, -4.63
Fri Nov 30, 222, William & Mary, W,  75, 58, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,222, William & Mary, CAA, 9-19, +0.44, 96.6, 102.2, 65.4, -.029, +0.44, 103.9, 103.4, +4.55
Sun Dec 2, 143, Oakland, W,  89, 71, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,143, Oakland, MCon, 16-13, -0.10, 107.6, 105.7, 70.3, +.033, -0.10, 104.4, 104.5, +3.38
Wed Dec 5, 23, Xavier, W,  70, 66, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,23, Xavier, A10, 26-6, +5.10, 111.2, 92.6, 67.0, +.051, +5.10, 106.9, 101.8, +5.37
Sat Dec 8, 13, Arizona, L,  79, 66, N,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,13, Arizona, P10, 24-10, +14.22, 119.3, 98.8, 71.1, +.079, +14.22, 111.5, 97.3, +17.56
Sat Dec 15, 42, Dayton, L,  83, 72, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,42, Dayton, A10, 21-11, +2.83, 112.9, 97.4, 66.6, -.042, +2.83, 104.7, 101.9, +1.31
Mon Dec 17, 118, Illinois Chicago, W,  80, 73, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,118, Illinois Chicago, Horz, 18-14, +1.84, 108.9, 105.0, 67.5, +.040, +1.84, 104.3, 102.4, +0.67
Thu Dec 20, 114, Southwest Missouri St., W,  84, 83, N,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,114, Southwest Missouri St., MVC, 17-15, -0.34, 107.2, 103.0, 65.1, -.064, -0.34, 104.0, 104.3, -1.82
Fri Dec 21, 213, Texas A&M, L,  71, 64, N,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,213, Texas A&M, B12, 8-22, +7.73, 97.4, 102.2, 68.2, +.011, +7.73, 108.5, 100.8, -0.61
Sat Dec 22, 2, Cincinnati, L,  79, 62, N,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,2, Cincinnati, CUSA, 31-4, +6.58, 118.1, 87.9, 67.4, +.002, +6.58, 106.5, 100.0, +3.48
Sat Dec 29, 290, Robert Morris, W,  87, 53, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,290, Robert Morris, NEC, 12-18, -10.30, 99.3, 114.5, 65.8, +.026, -10.30, 98.2, 108.5, +1.21
Wed Jan 2, 17, Ohio St., L,  79, 71, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,17, Ohio St., B10, 24-8, +7.51, 116.4, 96.6, 66.8, +.005, +7.51, 106.8, 99.3, -1.26
Sat Jan 5, 128, Michigan, L,  79, 75, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,128, Michigan, B10, 11-18, +8.27, 105.4, 102.3, 65.6, -.038, +8.27, 108.5, 100.2, -0.43
Wed Jan 9, 8, Illinois, W,  84, 75, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,8, Illinois, B10, 26-9, +10.60, 115.7, 92.5, 68.5, +.016, +10.60, 110.0, 99.4, +6.79
Sat Jan 12, 43, Minnesota, L,  87, 71, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,43, Minnesota, B10, 18-13, +7.29, 113.5, 99.0, 68.9, -.045, +7.29, 107.6, 100.3, +1.34
Wed Jan 16, 32, Michigan St., L,  65, 56, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,32, Michigan St., B10, 19-12, +9.76, 113.0, 96.2, 63.3, -.026, +9.76, 108.7, 99.0, +1.50
Sat Jan 19, 50, Wisconsin, L,  77, 66, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,50, Wisconsin, B10, 18-13, +10.57, 110.7, 97.5, 63.3, +.049, +10.57, 109.1, 98.6, +8.49
Wed Jan 23, 90, Northwestern, W,  63, 61, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,90, Northwestern, B10, 16-13, +5.74, 99.9, 93.4, 61.6, +.036, +5.74, 106.3, 100.6, -5.39
Sat Jan 26, 46, Iowa, W,  73, 68, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,46, Iowa, B10, 19-16, +8.62, 110.4, 96.8, 69.0, -.060, +8.62, 108.5, 99.9, +1.48
Thu Jan 31, 6, Indiana, L,  66, 52, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,6, Indiana, B10, 25-12, +14.12, 114.0, 89.2, 65.6, -.049, +14.12, 111.1, 96.9, +13.54
Wed Feb 6, 198, Penn St., L,  81, 68, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,198, Penn St., B10, 7-21, +8.23, 99.3, 102.4, 67.7, -.032, +8.23, 108.3, 100.0, -2.03
Sat Feb 9, 8, Illinois, L,  69, 67, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,8, Illinois, B10, 26-9, +10.60, 115.7, 92.5, 68.5, +.016, +10.60, 110.0, 99.4, +6.79
Wed Feb 13, 128, Michigan, W,  79, 43, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,128, Michigan, B10, 11-18, +8.27, 105.4, 102.3, 65.6, -.038, +8.27, 108.5, 100.2, -0.43
Sat Feb 16, 32, Michigan St., L,  62, 59, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,32, Michigan St., B10, 19-12, +9.76, 113.0, 96.2, 63.3, -.026, +9.76, 108.7, 99.0, +1.50
Wed Feb 20, 90, Northwestern, L,  61, 48, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,90, Northwestern, B10, 16-13, +5.74, 99.9, 93.4, 61.6, +.036, +5.74, 106.3, 100.6, -5.39
Sat Feb 23, 17, Ohio St., L,  77, 66, A,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,17, Ohio St., B10, 24-8, +7.51, 116.4, 96.6, 66.8, +.005, +7.51, 106.8, 99.3, -1.26
Sat Mar 2, 198, Penn St., W,  92, 57, H,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,198, Penn St., B10, 7-21, +8.23, 99.3, 102.4, 67.7, -.032, +8.23, 108.3, 100.0, -2.03
Thu Mar 7, 46, Iowa, L,  87, 72, N,83, Purdue, B10, 13-18, +8.98, 109.8, 102.2, 68.0, -.059, +8.98, 108.4, 99.4, +5.06,46, Iowa, B10, 19-16, +8.62, 110.4, 96.8, 69.0, -.060, +8.62, 108.5, 99.9, +1.48
Fri Nov 16, 156, San Francisco, W,  87, 79, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,156, San Francisco, WCC, 12-15, +0.62, 102.9, 102.7, 67.8, -.027, +0.62, 103.9, 103.3, +0.56
Mon Nov 19, 1, Duke, L,  80, 79, N,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,1, Duke, ACC, 31-4, +9.87, 121.0, 86.8, 74.5, -.027, +9.87, 109.3, 99.5, +6.66
Wed Nov 21, 4, Kansas, L,  80, 62, N,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,4, Kansas, B12, 33-4, +10.67, 118.7, 89.7, 77.3, +.022, +10.67, 110.5, 99.9, +8.32
Thu Nov 29, 231, Monmouth, W,  72, 51, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,231, Monmouth, NEC, 18-12, -8.73, 96.6, 103.0, 65.7, +.097, -8.73, 99.6, 108.3, +6.88
Wed Dec 5, 154, Rider, W,  78, 66, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,154, Rider, MAAC, 17-11, -6.00, 100.2, 99.9, 68.5, -.033, -6.00, 99.4, 105.4, -5.01
Tue Dec 11, 308, Saint Peter's, W,  78, 63, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,308, Saint Peter's, MAAC, 4-24, -2.42, 93.0, 111.6, 71.2, +.008, -2.42, 100.8, 103.2, -0.28
Thu Dec 13, 318, Fairleigh Dickinson, W,  95, 73, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,318, Fairleigh Dickinson, NEC, 4-25, -11.34, 93.5, 116.3, 70.4, -.103, -11.34, 97.1, 108.4, -6.01
Sun Dec 16, 147, La Salle, L,  71, 68, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,147, La Salle, A10, 15-17, +3.26, 103.9, 102.6, 66.0, +.034, +3.26, 104.7, 101.5, +1.96
Sat Dec 22, 32, Michigan St., L,  68, 64, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,32, Michigan St., B10, 19-12, +9.76, 113.0, 96.2, 63.3, -.026, +9.76, 108.7, 99.0, +1.50
Thu Dec 27, 218, Iona, L,  73, 70, N,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,218, Iona, MAAC, 13-17, -3.90, 98.5, 103.6, 70.9, -.018, -3.90, 100.7, 104.6, -1.38
Fri Dec 28, 214, Fordham, W,  66, 57, N,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,214, Fordham, A10, 8-20, +4.74, 99.3, 104.1, 74.7, +.022, +4.74, 105.9, 101.1, +4.37
Mon Dec 31, 71, Boston College, L,  81, 66, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,71, Boston College, BE, 20-12, +6.41, 109.4, 99.4, 69.1, +.040, +6.41, 105.5, 99.1, -2.78
Sat Jan 5, 142, Virginia Tech, W,  80, 72, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,142, Virginia Tech, BE, 10-18, +4.00, 104.3, 102.2, 67.3, -.098, +4.00, 104.3, 100.3, -5.08
Tue Jan 8, 56, Syracuse, L,  85, 70, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,56, Syracuse, BE, 23-13, +6.13, 106.1, 93.5, 69.4, -.005, +6.13, 105.8, 99.7, -1.37
Fri Jan 11, 105, Rutgers, W,  67, 54, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,105, Rutgers, BE, 18-13, +2.78, 98.0, 93.1, 69.6, +.038, +2.78, 104.0, 101.2, -9.89
Wed Jan 16, 36, Georgetown, L,  84, 58, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,36, Georgetown, BE, 18-11, +5.31, 110.6, 94.5, 71.1, -.094, +5.31, 105.2, 99.9, -10.20
Fri Jan 18, 192, West Virginia, W,  81, 67, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,192, West Virginia, BE, 7-20, +7.12, 103.4, 106.1, 72.0, -.029, +7.12, 106.5, 99.3, -0.46
Sat Jan 26, 19, Notre Dame, L,  60, 51, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,19, Notre Dame, BE, 21-11, +7.34, 116.1, 96.8, 68.6, -.087, +7.34, 105.6, 98.3, -1.55
Tue Jan 29, 76, St. John's, W,  63, 61, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,76, St. John's, BE, 20-12, +6.40, 102.7, 93.6, 69.1, +.089, +6.40, 106.7, 100.3, -0.79
Sun Feb 3, 19, Notre Dame, L,  63, 61, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,19, Notre Dame, BE, 21-11, +7.34, 116.1, 96.8, 68.6, -.087, +7.34, 105.6, 98.3, -1.55
Thu Feb 7, 16, Pittsburgh, L,  70, 65, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,16, Pittsburgh, BE, 29-6, +3.12, 112.1, 92.2, 63.8, +.000, +3.12, 103.9, 100.8, -12.07
Sat Feb 9, 192, West Virginia, W,  85, 79, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,192, West Virginia, BE, 7-20, +7.12, 103.4, 106.1, 72.0, -.029, +7.12, 106.5, 99.3, -0.46
Tue Feb 12, 36, Georgetown, L,  84, 77, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,36, Georgetown, BE, 18-11, +5.31, 110.6, 94.5, 71.1, -.094, +5.31, 105.2, 99.9, -10.20
Sat Feb 16, 8, Illinois, L,  75, 65, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,8, Illinois, B10, 26-9, +10.60, 115.7, 92.5, 68.5, +.016, +10.60, 110.0, 99.4, +6.79
Thu Feb 21, 56, Syracuse, L,  73, 71, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,56, Syracuse, BE, 23-13, +6.13, 106.1, 93.5, 69.4, -.005, +6.13, 105.8, 99.7, -1.37
Sat Feb 23, 105, Rutgers, L,  66, 60, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,105, Rutgers, BE, 18-13, +2.78, 98.0, 93.1, 69.6, +.038, +2.78, 104.0, 101.2, -9.89
Tue Feb 26, 16, Pittsburgh, L,  73, 66, H,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,16, Pittsburgh, BE, 29-6, +3.12, 112.1, 92.2, 63.8, +.000, +3.12, 103.9, 100.8, -12.07
Sat Mar 2, 18, Connecticut, L,  90, 78, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,18, Connecticut, BE, 27-7, +8.19, 112.2, 92.8, 68.7, +.063, +8.19, 107.5, 99.3, +1.73
Wed Mar 6, 76, St. John's, L,  64, 58, A,84, Seton Hall, BE, 11-18, +7.89, 105.0, 97.9, 68.6, -.100, +7.89, 106.4, 98.5, +2.03,76, St. John's, BE, 20-12, +6.40, 102.7, 93.6, 69.1, +.089, +6.40, 106.7, 100.3, -0.79
Fri Nov 16, 322, Liberty, W,  96, 61, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,322, Liberty, BSth, 3-24, -8.27, 85.6, 110.7, 72.7, +.010, -8.27, 98.3, 106.6, -1.00
Mon Nov 19, 18, Connecticut, L,  84, 71, A,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,18, Connecticut, BE, 27-7, +8.19, 112.2, 92.8, 68.7, +.063, +8.19, 107.5, 99.3, +1.73
Fri Nov 23, 116, Hampton, W,  100, 85, N,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,116, Hampton, MEAC, 25-7, -8.67, 109.9, 105.9, 69.1, +.013, -8.67, 98.5, 107.2, +0.87
Sat Nov 24, 231, Monmouth, L,  81, 67, N,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,231, Monmouth, NEC, 18-12, -8.73, 96.6, 103.0, 65.7, +.097, -8.73, 99.6, 108.3, +6.88
Sun Nov 25, 138, Chattanooga, W,  69, 57, N,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,138, Chattanooga, SC, 14-14, +1.23, 103.7, 101.3, 69.2, -.012, +1.23, 103.8, 102.6, +4.69
Thu Nov 29, 159, Cal Poly, W,  69, 64, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,159, Cal Poly, BW, 14-12, -1.98, 102.5, 102.6, 68.3, +.006, -1.98, 101.8, 103.8, -4.26
Sun Dec 2, 44, Western Kentucky, W,  80, 75, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,44, Western Kentucky, SB, 26-4, +0.23, 110.5, 96.0, 67.5, +.060, +0.23, 103.3, 103.0, +0.29
Wed Dec 5, 273, Southeast Missouri St., W,  76, 71, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,273, Southeast Missouri St., OVC, 4-22, -2.79, 101.4, 114.0, 67.4, -.117, -2.79, 103.2, 106.0, -0.89
Sat Dec 8, 209, Centenary, W,  77, 75, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,209, Centenary, ind, 10-13, -3.27, 101.4, 105.8, 65.6, -.031, -3.27, 101.6, 104.9, -0.16
Mon Dec 10, 129, Tulane, L,  87, 77, A,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,129, Tulane, CUSA, 13-15, +6.18, 104.8, 101.7, 69.2, +.041, +6.18, 105.9, 99.7, +2.95
Thu Dec 20, 206, American, W,  85, 57, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,206, American, Pat, 18-12, -7.70, 101.0, 105.1, 62.9, +.057, -7.70, 98.5, 106.2, -3.16
Sat Dec 22, 89, East Tennessee St., W,  86, 77, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,89, East Tennessee St., SC, 15-10, -0.28, 106.2, 99.6, 73.7, -.022, -0.28, 102.6, 102.9, +2.71
Sat Dec 29, 168, Morehead St., W,  83, 73, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,168, Morehead St., OVC, 15-11, -3.35, 105.5, 106.4, 68.1, +.072, -3.35, 103.3, 106.7, +4.35
Sat Jan 5, 25, Georgia, L,  83, 69, A,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,25, Georgia, SEC, 22-9, +9.88, 116.7, 98.3, 69.2, -.021, +9.88, 108.3, 98.4, +3.30
Wed Jan 9, 22, Alabama, L,  92, 79, A,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,22, Alabama, SEC, 27-8, +8.59, 114.0, 95.3, 68.0, +.076, +8.59, 107.4, 98.8, -1.56
Sat Jan 12, 7, Florida, L,  95, 85, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,7, Florida, SEC, 22-9, +9.11, 115.1, 90.4, 69.6, -.073, +9.11, 108.3, 99.2, -0.56
Wed Jan 16, 88, Auburn, W,  73, 67, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,88, Auburn, SEC, 12-16, +8.17, 98.6, 92.0, 70.1, -.049, +8.17, 107.3, 99.1, -6.32
Sat Jan 19, 20, South Carolina, W,  60, 51, A,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,20, South Carolina, SEC, 21-15, +10.28, 107.0, 87.9, 65.3, -.074, +10.28, 108.7, 98.4, -0.78
Sat Jan 26, 25, Georgia, W,  86, 84, H,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,25, Georgia, SEC, 22-9, +9.88, 116.7, 98.3, 69.2, -.021, +9.88, 108.3, 98.4, +3.30
Wed Jan 30, 34, Mississippi, L,  73, 61, A,85, Vanderbilt, SEC, 17-15, +8.44, 107.6, 100.5, 69.1, +.060, +8.44, 107.5, 99.0, -3.40,34, Mississippi, SEC, 19-11, +7.32, 113.3, 96.7, 64.7, -.040, +7.32, 106.1, 98.8, -6.24
