rank,name,conf,win_loss,adjEM,adjO,adjD,adjT,luck,adjEM,oppO,oppD,noncon_adjEM,misc,
1, Duke, ACC, 35-5, +11.53, 121.0, 87.7, 64.7, +.009, +11.53, 107.9, 96.4, +2.50, 68.3^69.8^17.1^17.3^121.0^115.7^96.8^100.7^68.3^121.0^54.8^16.3^31.7^39.3^96.8^47.4^17.3^29.8^31.2^37.9^53.5^76.2^6.8^6.8^47.5^38.3^121.0^37.9^53.5^76.2^6.8^6.8^47.5^38.3^121.0^21.5^47.3^31.2^18.9^59.5^21.6^121.0^96.8^68.3^+.014^+11.43^111.0^99.6^+0.03
2, Kansas, B12, 33-3, +9.53, 120.4, 88.5, 67.2, +.038, +9.53, 108.2, 98.7, +1.13, 70.2^71.2^15.9^17.7^121.9^115.6^94.5^99.8^70.2^121.9^56.1^17.6^34.1^36.0^94.5^48.1^18.6^29.7^30.0^40.4^53.6^67.8^9.4^9.4^54.5^35.9^121.9^40.4^53.6^67.8^9.4^9.4^54.5^35.9^121.9^17.9^50.3^31.9^18.2^50.7^31.1^121.9^94.5^70.2^+.067^+12.43^111.2^98.8^+2.39
3, Syracuse, BE, 30-5, +8.62, 118.5, 90.9, 68.7, -.008, +8.62, 108.5, 99.8, -2.96, 66.8^67.9^17.2^18.2^115.7^111.6^102.3^103.9^66.8^115.7^53.6^18.0^31.6^35.2^102.3^50.3^19.7^34.6^29.2^38.1^51.2^73.8^7.7^9.0^59.5^40.4^115.7^38.1^51.2^73.8^7.7^9.0^59.5^40.4^115.7^19.5^45.8^34.7^16.0^47.4^36.6^115.7^102.3^66.8^-.048^+7.20^108.3^101.1^-3.21
4, Kentucky, SEC, 35-3, +7.06, 114.9, 88.3, 68.3, +.060, +7.06, 106.5, 99.5, -1.28, 72.0^74.2^15.3^17.1^119.1^113.8^91.4^96.0^72.0^119.1^52.9^15.7^33.5^40.9^91.4^47.5^19.2^27.7^33.5^35.3^52.9^70.3^7.7^6.4^51.6^31.6^119.1^35.3^52.9^70.3^7.7^6.4^51.6^31.6^119.1^21.4^53.8^24.8^19.3^54.8^26.0^119.1^91.4^72.0^+.006^+10.98^110.5^99.5^+3.74
5, West Virginia, BE, 31-7, +12.58, 117.2, 91.7, 62.6, +.057, +12.58, 110.0, 97.5, +5.45, 69.9^71.4^17.8^15.7^116.5^111.9^89.4^92.3^69.9^116.5^51.3^17.0^37.9^38.9^89.4^48.8^27.6^31.9^42.5^36.2^49.8^68.5^9.0^7.8^57.3^32.5^116.5^36.2^49.8^68.5^9.0^7.8^57.3^32.5^116.5^20.6^52.0^27.4^22.9^46.7^30.4^116.5^89.4^69.9^-.043^+10.84^110.1^99.2^-7.97
6, Kansas St., B12, 29-8, +11.99, 116.1, 90.6, 69.4, -.008, +11.99, 109.5, 97.5, +2.37, 66.2^67.5^17.6^18.1^113.0^106.6^95.6^100.1^66.2^113.0^52.7^19.1^29.5^41.2^95.6^49.6^22.1^32.3^33.4^36.2^51.8^69.4^9.5^9.3^60.1^36.3^113.0^36.2^51.8^69.4^9.5^9.3^60.1^36.3^113.0^21.3^49.3^29.4^19.7^48.7^31.6^113.0^95.6^66.2^-.029^+11.56^110.6^99.0^-5.31
7, Ohio St., B10, 29-8, +7.88, 117.5, 92.5, 64.6, +.007, +7.88, 106.3, 98.4, -2.92, 68.0^68.7^16.8^18.1^111.2^105.6^101.0^101.2^68.0^111.2^52.2^19.2^29.7^38.1^101.0^48.9^17.5^28.8^29.4^35.6^51.6^68.2^8.2^7.2^52.5^33.1^111.2^35.6^51.6^68.2^8.2^7.2^52.5^33.1^111.2^19.9^52.9^27.2^16.7^46.0^37.4^111.2^101.0^68.0^-.054^+6.78^107.4^100.6^-4.55
8, Baylor, B12, 28-8, +10.59, 119.2, 94.3, 64.5, -.021, +10.59, 108.3, 97.7, -2.79, 63.7^65.1^18.6^18.4^117.1^110.6^92.9^98.4^63.7^117.1^52.4^20.6^39.8^33.8^92.9^46.1^17.2^29.4^30.1^35.3^52.2^71.9^9.6^8.2^59.3^32.8^117.1^35.3^52.2^71.9^9.6^8.2^59.3^32.8^117.1^18.8^54.3^26.9^19.1^51.5^29.4^117.1^92.9^63.7^+.023^+13.08^111.7^98.6^+1.67
9, Wisconsin, B10, 24-9, +8.69, 115.2, 91.6, 59.2, -.013, +8.69, 107.9, 99.2, +1.01, 63.4^64.4^19.9^17.4^115.1^110.9^92.1^95.5^63.4^115.1^52.1^17.0^35.8^32.9^92.1^47.5^19.5^25.8^28.0^35.9^51.1^64.4^8.5^8.2^51.8^36.9^115.1^35.9^51.1^64.4^8.5^8.2^51.8^36.9^115.1^16.9^51.4^31.7^17.9^49.5^32.6^115.1^92.1^63.4^-.003^+10.00^110.6^100.6^-1.29
10, BYU, MWC, 30-6, +3.88, 117.3, 94.0, 71.1, +.012, +3.88, 104.9, 101.0, -0.03, 75.6^75.6^14.2^17.5^109.1^106.4^100.5^98.5^75.6^109.1^51.2^18.3^29.2^42.3^100.5^47.9^16.2^24.8^31.1^34.4^50.9^73.3^7.3^9.2^57.0^32.5^109.1^34.4^50.9^73.3^7.3^9.2^57.0^32.5^109.1^23.2^51.6^25.2^17.3^50.1^32.6^109.1^100.5^75.6^+.006^+0.24^104.2^104.0^-1.86
11, Georgetown, BE, 23-11, +11.55, 116.8, 94.2, 65.8, -.035, +11.55, 109.0, 97.4, +3.35, 68.6^70.2^16.6^17.7^108.4^104.8^97.7^102.3^68.6^108.4^52.0^20.1^29.0^42.6^97.7^47.4^17.3^30.5^38.8^34.9^51.8^73.2^9.5^9.8^59.4^33.7^108.4^34.9^51.8^73.2^9.5^9.8^59.4^33.7^108.4^23.1^50.8^26.1^22.3^51.9^25.9^108.4^97.7^68.6^-.102^+9.68^110.9^101.3^+1.85
12, Butler, Horz, 33-5, +6.85, 111.0, 88.5, 63.0, +.032, +6.85, 106.7, 99.9, +11.11, 65.9^67.2^17.9^17.8^117.7^112.5^97.0^101.7^65.9^117.7^54.6^15.0^27.2^37.1^97.0^50.8^19.6^27.0^37.0^36.6^54.5^74.1^7.3^7.4^50.0^37.6^117.7^36.6^54.5^74.1^7.3^7.4^50.0^37.6^117.7^20.1^49.7^30.2^20.2^50.1^29.6^117.7^97.0^65.9^+.002^+10.81^110.8^100.0^+5.12
13, Maryland, ACC, 24-9, +8.87, 118.3, 95.9, 68.7, -.023, +8.87, 106.7, 97.8, -4.35, 67.2^67.8^17.9^17.6^113.1^107.8^98.7^101.2^67.2^113.1^52.4^19.0^30.4^38.5^98.7^47.5^18.0^32.3^32.6^36.3^51.0^70.2^11.2^9.0^56.8^41.1^113.1^36.3^51.0^70.2^11.2^9.0^56.8^41.1^113.1^20.5^45.6^33.9^19.5^51.9^28.6^113.1^98.7^67.2^+.061^+7.74^108.3^100.6^-1.10
14, California, P10, 24-11, +9.03, 119.6, 97.4, 67.1, -.043, +9.03, 106.5, 97.5, +8.46, 65.7^66.3^18.4^17.9^104.9^101.3^92.7^94.4^65.7^104.9^48.1^18.7^33.0^37.7^92.7^45.3^16.6^24.1^34.2^34.0^46.6^66.1^9.9^7.1^50.7^34.7^104.9^34.0^46.6^66.1^9.9^7.1^50.7^34.7^104.9^20.6^50.2^29.3^20.3^51.5^28.1^104.9^92.7^65.7^-.012^+5.01^107.1^102.1^-2.42
15, Purdue, B10, 29-6, +8.81, 109.8, 87.7, 66.2, +.070, +8.81, 107.8, 99.0, -1.26, 69.1^70.0^16.6^17.7^117.0^112.6^93.9^96.7^69.1^117.0^55.7^18.4^30.8^33.3^93.9^47.7^16.6^24.4^22.9^40.3^52.7^75.7^8.6^9.2^65.4^38.3^117.0^40.3^52.7^75.7^8.6^9.2^65.4^38.3^117.0^18.5^47.7^33.9^14.5^55.2^30.3^117.0^93.9^69.1^+.016^+9.00^109.6^100.6^-2.38
16, Texas A&M, B12, 24-10, +11.51, 112.6, 91.2, 64.3, -.005, +11.51, 109.4, 97.9, +0.15, 64.5^66.8^18.1^17.8^108.7^104.9^97.3^101.4^64.5^108.7^51.2^21.2^37.4^33.3^97.3^47.2^17.4^31.2^28.1^32.9^52.1^64.9^8.8^9.9^60.8^32.7^108.7^32.9^52.1^64.9^8.8^9.9^60.8^32.7^108.7^17.4^56.5^26.1^17.8^46.6^35.5^108.7^97.3^64.5^-.042^+7.97^109.4^101.5^-1.94
17, Villanova, BE, 25-8, +10.03, 117.2, 96.0, 71.2, +.025, +10.03, 108.7, 98.7, -0.91, 64.1^65.5^18.8^17.9^122.4^117.7^92.5^96.0^64.1^122.4^57.5^17.0^30.2^35.0^92.5^48.1^20.1^27.8^22.1^36.9^59.2^79.0^6.6^7.8^52.3^43.3^122.4^36.9^59.2^79.0^6.6^7.8^52.3^43.3^122.4^19.4^47.1^33.6^13.9^52.7^33.4^122.4^92.5^64.1^+.010^+9.33^109.8^100.5^+3.55
18, Xavier, A10, 26-9, +8.04, 115.5, 94.6, 68.9, +.010, +8.04, 106.2, 98.2, +7.27, 67.2^68.2^17.6^17.6^115.7^109.1^99.0^104.3^67.2^115.7^51.9^18.4^34.5^41.1^99.0^51.6^17.5^25.5^33.4^34.5^52.0^68.8^10.4^9.3^57.1^36.1^115.7^34.5^52.0^68.8^10.4^9.3^57.1^36.1^115.7^21.4^50.4^28.2^18.4^50.2^31.3^115.7^99.0^67.2^+.044^+11.73^111.2^99.5^+5.32
19, Texas, B12, 24-10, +9.01, 113.9, 93.1, 71.5, -.014, +9.01, 107.2, 98.2, -1.32, 67.6^68.5^17.0^18.0^104.2^97.9^93.7^100.7^67.6^104.2^48.8^19.6^28.4^34.5^93.7^48.1^18.3^31.2^30.0^29.2^51.3^65.0^8.6^9.4^46.5^33.6^104.2^29.2^51.3^65.0^8.6^9.4^46.5^33.6^104.2^18.7^56.8^24.5^18.3^53.0^28.8^104.2^93.7^67.6^-.105^+13.92^112.8^98.9^+1.81
20, Michigan St., B10, 28-9, +9.03, 112.8, 92.7, 65.3, +.027, +9.03, 107.5, 98.5, -0.94, 66.9^68.1^17.5^17.6^111.4^105.3^95.9^100.5^66.9^111.4^54.0^20.5^29.2^33.5^95.9^46.6^15.9^27.3^34.7^37.3^52.9^67.0^8.8^8.8^65.3^38.0^111.4^37.3^52.9^67.0^8.8^8.8^65.3^38.0^111.4^17.2^50.3^32.6^21.3^50.2^28.6^111.4^95.9^66.9^-.011^+10.99^110.6^99.6^+4.01
21, Temple, A10, 29-6, +6.07, 107.8, 87.7, 60.4, +.076, +6.07, 106.4, 100.3, +5.68, 67.1^67.8^17.6^17.8^108.3^103.2^104.3^103.9^67.1^108.3^49.7^16.6^27.5^26.4^104.3^49.1^18.3^32.2^32.1^35.6^47.0^72.3^11.4^7.8^57.4^42.1^108.3^35.6^47.0^72.3^11.4^7.8^57.4^42.1^108.3^16.1^45.9^37.9^19.2^51.0^29.8^108.3^104.3^67.1^+.015^+3.27^105.0^101.8^+0.71
22, Missouri, B12, 23-11, +8.17, 111.5, 91.5, 68.8, -.035, +8.17, 107.1, 98.9, -6.10, 68.0^70.4^17.0^17.0^101.5^97.3^100.9^102.8^68.0^101.5^45.2^16.9^28.2^38.7^100.9^49.6^19.2^30.2^42.6^30.4^45.0^68.3^12.6^7.4^51.9^39.0^101.5^30.4^45.0^68.3^12.6^7.4^51.9^39.0^101.5^22.6^46.9^30.5^22.6^45.6^31.8^101.5^100.9^68.0^-.160^+6.83^108.1^101.3^-5.07
23, Utah St., WAC, 27-8, +1.81, 116.0, 96.1, 59.8, -.026, +1.81, 105.0, 103.2, +0.16, 66.6^68.7^17.4^17.5^106.9^103.9^104.5^103.9^66.6^106.9^52.5^18.2^24.9^35.1^104.5^49.2^15.8^26.7^33.7^38.0^50.0^70.4^8.8^8.8^59.2^36.1^106.9^38.0^50.0^70.4^8.8^8.8^59.2^36.1^106.9^19.1^49.2^31.7^19.3^49.0^31.8^106.9^104.5^66.6^-.066^+1.99^105.1^103.1^-0.45
24, Marquette, BE, 22-12, +9.05, 115.1, 95.5, 62.3, -.064, +9.05, 108.0, 98.9, -6.52, 70.1^71.1^16.3^17.6^120.8^115.2^104.2^106.1^70.1^120.8^57.5^17.3^27.1^31.0^104.2^52.2^18.3^29.2^35.7^42.9^52.7^78.1^10.4^9.2^57.1^41.5^120.8^42.9^52.7^78.1^10.4^9.2^57.1^41.5^120.8^17.4^44.3^38.3^19.2^51.5^29.2^120.8^104.2^70.1^-.058^+9.03^109.1^100.1^-2.16
25, Clemson, ACC, 21-11, +8.76, 110.9, 91.6, 67.6, -.041, +8.76, 106.3, 97.6, -2.85, 66.4^67.7^17.2^18.1^114.9^110.2^100.5^105.2^66.4^114.9^51.1^15.8^31.4^34.3^100.5^51.9^20.1^32.2^24.2^35.7^49.8^73.1^8.8^7.5^47.5^34.5^114.9^35.7^49.8^73.1^8.8^7.5^47.5^34.5^114.9^19.7^51.2^29.1^15.1^52.6^32.3^114.9^100.5^66.4^-.064^+10.32^110.8^100.5^+2.12
26, Dayton, A10, 25-12, +6.43, 108.1, 89.1, 65.5, -.097, +6.43, 105.8, 99.3, +3.50, 68.4^69.1^16.3^18.4^111.9^108.7^96.3^96.1^68.4^111.9^53.6^16.9^25.6^43.4^96.3^47.7^20.9^27.4^35.2^38.4^51.0^69.3^11.0^6.2^61.4^38.3^111.9^38.4^51.0^69.3^11.0^6.2^61.4^38.3^111.9^21.9^45.9^32.2^20.8^47.4^31.8^111.9^96.3^68.4^-.021^+3.64^105.9^102.3^+2.53
27, Northern Iowa, MVC, 30-5, +4.08, 109.6, 90.8, 58.9, +.034, +4.08, 105.7, 101.6, -1.58, 63.5^64.6^19.1^17.9^97.6^93.7^97.6^100.0^63.5^97.6^46.7^17.3^17.7^34.2^97.6^50.6^20.9^28.3^26.1^32.3^45.3^73.5^7.9^9.0^47.5^45.1^97.6^32.3^45.3^73.5^7.9^9.0^47.5^45.1^97.6^21.2^41.9^36.9^16.2^48.4^35.5^97.6^97.6^63.5^+.054^+4.51^107.2^102.7^+7.99
28, Pittsburgh, BE, 25-9, +7.87, 111.4, 92.8, 61.3, +.041, +7.87, 107.7, 99.8, -2.76, 65.4^67.2^17.9^17.8^112.4^106.5^103.7^109.7^65.4^112.4^51.4^17.6^28.2^39.4^103.7^51.3^14.3^29.5^26.6^36.1^49.6^73.3^10.3^7.7^58.6^39.9^112.4^36.1^49.6^73.3^10.3^7.7^58.6^39.9^112.4^21.9^45.3^32.8^15.5^52.7^31.8^112.4^103.7^65.4^+.044^+10.42^110.9^100.4^+0.08
29, Saint Mary's, WCC, 28-6, +2.72, 116.5, 97.9, 66.2, +.038, +2.72, 105.4, 102.7, +1.18, 60.2^61.2^20.5^18.5^118.7^117.7^95.0^93.5^60.2^118.7^57.8^17.5^33.1^27.8^95.0^45.3^15.3^21.9^26.6^39.4^56.9^74.5^7.8^9.2^63.1^41.4^118.7^39.4^56.9^74.5^7.8^9.2^63.1^41.4^118.7^15.2^48.9^35.9^16.8^60.3^22.9^118.7^95.0^60.2^+.030^+0.41^104.3^103.9^-4.13
30, Tennessee, SEC, 28-9, +8.67, 108.9, 90.4, 67.5, +.082, +8.67, 107.4, 98.7, -0.48, 69.4^71.4^17.3^16.3^110.1^103.3^97.5^101.4^69.4^110.1^46.8^17.4^31.8^42.9^97.5^48.6^19.3^30.1^43.3^32.4^46.0^72.7^9.4^8.3^55.4^30.6^110.1^32.4^46.0^72.7^9.4^8.3^55.4^30.6^110.1^25.0^51.1^23.9^23.7^48.4^28.0^110.1^97.5^69.4^-.053^+11.20^109.3^98.1^+6.58
31, Georgia Tech, ACC, 23-13, +10.94, 109.2, 91.0, 68.2, -.034, +10.94, 107.4, 96.4, -2.46, 68.2^69.1^17.1^17.6^100.0^96.0^91.0^96.8^68.2^100.0^47.4^19.3^27.7^35.8^91.0^46.0^18.8^30.8^27.4^32.5^46.9^68.0^9.1^9.9^62.4^24.6^100.0^32.5^46.9^68.0^9.1^9.9^62.4^24.6^100.0^20.5^59.4^20.1^17.4^50.0^32.6^100.0^91.0^68.2^+.069^+8.41^110.2^101.7^-5.28
32, Washington, P10, 26-10, +6.97, 111.7, 93.6, 71.7, +.029, +6.97, 106.7, 99.7, +1.13, 71.1^72.8^15.4^17.5^107.7^104.4^107.4^111.1^71.1^107.7^50.6^18.8^34.9^30.9^107.4^52.8^16.4^31.4^34.7^35.4^49.4^65.4^9.0^9.7^46.7^32.8^107.7^35.4^49.4^65.4^9.0^9.7^46.7^32.8^107.7^16.6^54.7^28.6^19.1^52.7^28.2^107.7^107.4^71.1^-.103^+6.87^109.5^102.6^-2.27
