rank,name,conf,win_loss,adjEM,adjO,adjD,adjT,luck,adjEM,oppO,oppD,noncon_adjEM,misc,
1, Kentucky, SEC, 38-2, +7.99, 122.2, 89.6, 65.4, +.032, +7.99, 106.8, 98.8, -1.06, 72.0^74.2^15.3^17.1^119.1^113.8^91.4^96.0^72.0^119.1^52.9^15.7^33.5^40.9^91.4^47.5^19.2^27.7^33.5^35.3^52.9^70.3^7.7^6.4^51.6^31.6^119.1^35.3^52.9^70.3^7.7^6.4^51.6^31.6^119.1^21.4^53.8^24.8^19.3^54.8^26.0^119.1^91.4^72.0^+.006^+10.98^110.5^99.5^+3.74
2, Ohio St., B10, 31-8, +10.10, 118.1, 88.1, 66.9, -.050, +10.10, 108.9, 98.8, -3.34, 68.0^68.7^16.8^18.1^111.2^105.6^101.0^101.2^68.0^111.2^52.2^19.2^29.7^38.1^101.0^48.9^17.5^28.8^29.4^35.6^51.6^68.2^8.2^7.2^52.5^33.1^111.2^35.6^51.6^68.2^8.2^7.2^52.5^33.1^111.2^19.9^52.9^27.2^16.7^46.0^37.4^111.2^101.0^68.0^-.054^+6.78^107.4^100.6^-4.55
3, Michigan St., B10, 29-8, +10.21, 114.7, 86.9, 64.3, -.027, +10.21, 108.6, 98.4, -1.07, 66.9^68.1^17.5^17.6^111.4^105.3^95.9^100.5^66.9^111.4^54.0^20.5^29.2^33.5^95.9^46.6^15.9^27.3^34.7^37.3^52.9^67.0^8.8^8.8^65.3^38.0^111.4^37.3^52.9^67.0^8.8^8.8^65.3^38.0^111.4^17.2^50.3^32.6^21.3^50.2^28.6^111.4^95.9^66.9^-.011^+10.99^110.6^99.6^+4.01
4, Kansas, B12, 32-7, +11.15, 114.0, 87.1, 66.3, +.027, +11.15, 108.8, 97.6, +5.21, 70.2^71.2^15.9^17.7^121.9^115.6^94.5^99.8^70.2^121.9^56.1^17.6^34.1^36.0^94.5^48.1^18.6^29.7^30.0^40.4^53.6^67.8^9.4^9.4^54.5^35.9^121.9^40.4^53.6^67.8^9.4^9.4^54.5^35.9^121.9^17.9^50.3^31.9^18.2^50.7^31.1^121.9^94.5^70.2^+.067^+12.43^111.2^98.8^+2.39
5, Syracuse, BE, 34-3, +7.98, 117.7, 91.7, 64.4, +.060, +7.98, 107.0, 99.0, -2.11, 66.8^67.9^17.2^18.2^115.7^111.6^102.3^103.9^66.8^115.7^53.6^18.0^31.6^35.2^102.3^50.3^19.7^34.6^29.2^38.1^51.2^73.8^7.7^9.0^59.5^40.4^115.7^38.1^51.2^73.8^7.7^9.0^59.5^40.4^115.7^19.5^45.8^34.7^16.0^47.4^36.6^115.7^102.3^66.8^-.048^+7.20^108.3^101.1^-3.21
6, North Carolina, ACC, 32-6, +7.41, 116.1, 90.7, 70.9, +.016, +7.41, 107.2, 99.8, +1.89, 71.3^72.4^15.4^17.7^120.7^115.4^92.5^97.7^71.3^120.7^51.7^16.2^41.3^34.3^92.5^48.1^18.6^25.0^31.6^35.5^51.0^70.2^9.8^8.6^59.2^30.3^120.7^35.5^51.0^70.2^9.8^8.6^59.2^30.3^120.7^18.9^55.8^25.3^19.3^47.2^33.6^120.7^92.5^71.3^+.037^+12.49^112.0^99.5^+3.87
7, Missouri, B12, 30-5, +5.80, 125.1, 99.8, 65.4, +.017, +5.80, 105.7, 99.9, -6.18, 68.0^70.4^17.0^17.0^101.5^97.3^100.9^102.8^68.0^101.5^45.2^16.9^28.2^38.7^100.9^49.6^19.2^30.2^42.6^30.4^45.0^68.3^12.6^7.4^51.9^39.0^101.5^30.4^45.0^68.3^12.6^7.4^51.9^39.0^101.5^22.6^46.9^30.5^22.6^45.6^31.8^101.5^100.9^68.0^-.160^+6.83^108.1^101.3^-5.07
8, Wisconsin, B10, 26-10, +8.80, 113.7, 89.6, 57.5, -.018, +8.80, 107.6, 98.8, -3.88, 63.4^64.4^19.9^17.4^115.1^110.9^92.1^95.5^63.4^115.1^52.1^17.0^35.8^32.9^92.1^47.5^19.5^25.8^28.0^35.9^51.1^64.4^8.5^8.2^51.8^36.9^115.1^35.9^51.1^64.4^8.5^8.2^51.8^36.9^115.1^16.9^51.4^31.7^17.9^49.5^32.6^115.1^92.1^63.4^-.003^+10.00^110.6^100.6^-1.29
9, Indiana, B10, 27-9, +8.41, 120.2, 97.6, 66.7, +.007, +8.41, 107.4, 99.0, -4.96, 68.4^69.4^17.5^17.1^116.1^112.0^101.6^103.8^68.4^116.1^55.2^21.4^36.4^34.1^101.6^48.7^15.7^28.0^36.8^38.0^54.1^72.9^11.1^8.9^50.9^38.7^116.1^38.0^54.1^72.9^11.1^8.9^50.9^38.7^116.1^18.4^49.0^32.6^21.0^50.9^28.1^116.1^101.6^68.4^-.090^+9.11^109.6^100.5^-5.48
10, Florida, SEC, 26-11, +7.18, 120.4, 98.0, 64.2, -.043, +7.18, 105.4, 98.2, -1.67, 69.0^70.1^16.2^18.1^116.9^109.8^89.5^93.8^69.0^116.9^51.5^16.9^32.1^40.2^89.5^45.8^21.0^29.5^34.0^35.8^50.3^72.9^7.5^7.8^47.3^36.6^116.9^35.8^50.3^72.9^7.5^7.8^47.3^36.6^116.9^22.1^48.1^29.7^20.8^54.4^24.8^116.9^89.5^69.0^-.041^+12.46^110.3^97.8^+8.19
11, Wichita St., MVC, 27-6, +3.97, 116.1, 93.8, 65.7, -.017, +3.97, 105.1, 101.2, +3.50, 68.0^69.3^17.1^17.4^118.7^116.6^92.6^90.5^68.0^118.7^54.1^16.3^34.3^40.3^92.6^43.8^19.4^24.2^35.2^40.2^50.5^73.3^9.1^7.5^58.9^36.6^118.7^40.2^50.5^73.3^9.1^7.5^58.9^36.6^118.7^21.5^46.5^32.0^21.8^46.0^32.2^118.7^92.6^68.0^-.021^+1.50^105.0^103.5^-0.32
12, Memphis, CUSA, 26-9, +5.10, 114.2, 92.3, 67.5, -.064, +5.10, 104.9, 99.8, +6.96, 68.4^70.0^17.1^17.2^107.0^104.3^101.0^100.4^68.4^107.0^48.9^16.3^31.6^36.7^101.0^48.8^19.3^30.6^33.2^29.5^51.1^68.3^10.1^8.2^59.6^31.8^107.0^29.5^51.1^68.3^10.1^8.2^59.6^31.8^107.0^20.4^56.7^22.9^18.9^48.5^32.6^107.0^101.0^68.4^+.026^+1.65^104.7^103.0^-4.46
13, Baylor, B12, 30-8, +9.61, 116.0, 94.7, 65.6, +.059, +9.61, 108.1, 98.5, -2.70, 63.7^65.1^18.6^18.4^117.1^110.6^92.9^98.4^63.7^117.1^52.4^20.6^39.8^33.8^92.9^46.1^17.2^29.4^30.1^35.3^52.2^71.9^9.6^8.2^59.3^32.8^117.1^35.3^52.2^71.9^9.6^8.2^59.3^32.8^117.1^18.8^54.3^26.9^19.1^51.5^29.4^117.1^92.9^63.7^+.023^+13.08^111.7^98.6^+1.67
14, Saint Louis, A10, 26-8, +4.36, 111.9, 90.7, 61.9, -.056, +4.36, 105.0, 100.6, -2.55, 63.5^65.5^19.2^17.2^95.4^93.0^105.0^105.2^63.5^95.4^47.0^20.3^24.2^34.4^105.0^50.6^16.9^27.3^38.5^34.2^44.3^66.3^12.2^9.6^60.4^38.8^95.4^34.2^44.3^66.3^12.2^9.6^60.4^38.8^95.4^19.5^46.4^34.1^21.0^47.6^31.5^95.4^105.0^63.5^+.082^+0.81^105.2^104.4^-5.01
15, Georgetown, BE, 24-9, +8.32, 111.2, 90.1, 62.1, -.014, +8.32, 107.3, 99.0, -1.04, 68.6^70.2^16.6^17.7^108.4^104.8^97.7^102.3^68.6^108.4^52.0^20.1^29.0^42.6^97.7^47.4^17.3^30.5^38.8^34.9^51.8^73.2^9.5^9.8^59.4^33.7^108.4^34.9^51.8^73.2^9.5^9.8^59.4^33.7^108.4^23.1^50.8^26.1^22.3^51.9^25.9^108.4^97.7^68.6^-.102^+9.68^110.9^101.3^+1.85
