date, rank, opponent, outcome, team_score, opp_score, home/away, rank,name,conf,win_loss,adjEM,adjO,adjD,adjT,luck,adjEM,oppO,oppD,noncon_adjEM, opp_rank, opp_name, opp_conf, opp_win_loss, opp_adjEM, opp_adjO, opp_adjD, opp_adjT, opp_luck, opp_adjEM, opp_oppO, opp_oppD, opp_noncon_adjEM
Mon Nov 17, 195, Yale, W,  70, 60, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,195, Yale, Ivy, 12-15, -2.41, 99.7, 103.8, 62.8, -.038, -2.41, 101.9, 104.3, +4.35
Wed Nov 19, 20, Nevada, W,  93, 79, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,20, Nevada, WAC, 25-9, +7.09, 112.3, 92.0, 68.7, -.039, +7.09, 107.6, 100.5, +4.97
Sat Nov 22, 282, Sacred Heart, W,  111, 64, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,282, Sacred Heart, NEC, 12-15, -9.79, 97.9, 110.4, 71.9, +.055, -9.79, 97.8, 107.6, -5.57
Wed Nov 26, 8, Georgia Tech, L,  77, 61, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,8, Georgia Tech, ACC, 28-10, +13.74, 113.5, 88.8, 69.1, +.008, +13.74, 110.8, 97.1, +0.97
Fri Nov 28, 45, Utah, W,  76, 44, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,45, Utah, MWC, 24-9, +4.45, 110.1, 96.0, 58.8, +.064, +4.45, 106.8, 102.3, -0.97
Mon Dec 1, 240, Lehigh, W,  75, 55, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,240, Lehigh, Pat, 20-11, -11.50, 97.7, 104.7, 63.4, +.055, -11.50, 95.4, 106.9, -9.88
Sat Dec 6, 325, Army, W,  74, 46, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,325, Army, Pat, 6-21, -10.65, 77.9, 108.4, 61.8, +.001, -10.65, 96.6, 107.3, -13.57
Sat Dec 13, 300, Quinnipiac, W,  88, 55, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,300, Quinnipiac, NEC, 9-20, -9.49, 98.2, 113.8, 69.8, -.067, -9.49, 98.3, 107.8, -4.97
Sat Dec 20, 193, Iona, W,  104, 54, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,193, Iona, MAAC, 11-18, -1.75, 101.6, 105.6, 69.2, -.051, -1.75, 102.3, 104.1, +2.89
Sun Dec 28, 138, Ball St., W,  101, 62, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,138, Ball St., MAC, 14-15, +1.47, 103.3, 101.9, 67.1, -.013, +1.47, 105.3, 103.9, +6.51
Tue Dec 30, 184, Massachusetts, W,  91, 67, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,184, Massachusetts, A10, 10-19, +2.04, 103.0, 106.1, 66.5, -.022, +2.04, 104.3, 102.3, -2.91
Fri Jan 2, 71, Rice, W,  92, 83, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,71, Rice, WAC, 22-11, +5.14, 109.0, 99.2, 68.1, +.070, +5.14, 105.5, 100.3, -0.78
Tue Jan 6, 72, Rutgers, W,  75, 74, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,72, Rutgers, BE, 20-13, +6.66, 106.0, 96.2, 66.0, +.046, +6.66, 106.8, 100.1, +0.32
Sun Jan 11, 56, Oklahoma, W,  86, 59, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,56, Oklahoma, B12, 20-11, +6.68, 104.5, 92.9, 63.6, +.059, +6.68, 107.0, 100.4, -6.56
Wed Jan 14, 124, Georgetown, W,  94, 70, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,124, Georgetown, BE, 13-15, +2.93, 99.1, 96.0, 68.4, -.053, +2.93, 104.2, 101.3, -10.85
Sat Jan 17, 11, North Carolina, L,  86, 83, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,11, North Carolina, ACC, 19-11, +13.85, 117.4, 94.1, 70.9, -.091, +13.85, 110.2, 96.4, +2.76
Mon Jan 19, 5, Pittsburgh, W,  68, 65, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,5, Pittsburgh, BE, 31-5, +5.97, 114.1, 88.2, 59.7, -.028, +5.97, 106.4, 100.5, -8.20
Sat Jan 24, 24, Providence, L,  66, 56, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,24, Providence, BE, 20-9, +8.80, 112.3, 93.9, 65.0, +.003, +8.80, 107.9, 99.1, +4.05
Wed Jan 28, 123, Virginia Tech, W,  96, 60, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,123, Virginia Tech, BE, 15-14, +4.31, 101.9, 98.8, 66.3, +.052, +4.31, 104.9, 100.5, -9.42
Sat Jan 31, 37, Boston College, W,  63, 58, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,37, Boston College, BE, 24-10, +7.21, 110.5, 95.1, 62.6, +.045, +7.21, 106.2, 99.0, -2.14
Mon Feb 2, 30, Syracuse, W,  84, 56, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,30, Syracuse, BE, 23-8, +7.88, 113.1, 96.7, 65.7, +.086, +7.88, 107.4, 99.6, -4.61
Sat Feb 7, 93, West Virginia, W,  88, 58, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,93, West Virginia, BE, 17-14, +6.80, 107.0, 100.2, 62.3, +.064, +6.80, 106.6, 99.8, +0.71
Mon Feb 9, 52, Notre Dame, L,  80, 74, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,52, Notre Dame, BE, 19-13, +7.27, 113.4, 100.4, 64.6, -.024, +7.27, 107.1, 99.8, -4.15
Sun Feb 15, 5, Pittsburgh, L,  75, 68, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,5, Pittsburgh, BE, 31-5, +5.97, 114.1, 88.2, 59.7, -.028, +5.97, 106.4, 100.5, -8.20
Wed Feb 18, 110, Miami FL, W,  76, 63, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,110, Miami FL, BE, 14-16, +2.44, 107.4, 102.8, 65.2, -.104, +2.44, 102.8, 100.3, -11.93
Sat Feb 21, 52, Notre Dame, W,  61, 50, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,52, Notre Dame, BE, 19-13, +7.27, 113.4, 100.4, 64.6, -.024, +7.27, 107.1, 99.8, -4.15
Tue Feb 24, 200, St. John's, W,  71, 53, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,200, St. John's, BE, 6-21, +7.54, 98.9, 103.2, 65.0, -.017, +7.54, 106.8, 99.3, +0.34
Sat Feb 28, 53, Villanova, W,  75, 74, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,53, Villanova, BE, 18-17, +9.22, 110.8, 98.3, 65.3, -.050, +9.22, 108.2, 99.0, +4.61
Mon Mar 1, 27, Seton Hall, W,  89, 67, H,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,27, Seton Hall, BE, 21-10, +7.85, 112.3, 95.0, 65.4, -.004, +7.85, 107.2, 99.4, -1.14
Sun Mar 7, 30, Syracuse, L,  67, 56, A,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,30, Syracuse, BE, 23-8, +7.88, 113.1, 96.7, 65.7, +.086, +7.88, 107.4, 99.6, -4.61
Thu Mar 11, 52, Notre Dame, W,  66, 58, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,52, Notre Dame, BE, 19-13, +7.27, 113.4, 100.4, 64.6, -.024, +7.27, 107.1, 99.8, -4.15
Fri Mar 12, 53, Villanova, W,  84, 67, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,53, Villanova, BE, 18-17, +9.22, 110.8, 98.3, 65.3, -.050, +9.22, 108.2, 99.0, +4.61
Sat Mar 13, 5, Pittsburgh, W,  61, 58, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,5, Pittsburgh, BE, 31-5, +5.97, 114.1, 88.2, 59.7, -.028, +5.97, 106.4, 100.5, -8.20
Thu Mar 18, 172, Vermont, W,  70, 53, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,172, Vermont, AE, 22-9, -8.08, 101.0, 102.4, 63.9, +.113, -8.08, 97.4, 105.5, -2.50
Sat Mar 20, 58, DePaul, W,  72, 55, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,58, DePaul, CUSA, 22-10, +5.83, 113.0, 101.6, 63.2, +.091, +5.83, 106.4, 100.6, -0.62
Thu Mar 25, 23, Vanderbilt, W,  73, 53, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,23, Vanderbilt, SEC, 23-10, +7.87, 113.6, 95.0, 65.0, -.002, +7.87, 108.0, 100.1, -6.57
Sat Mar 27, 29, Alabama, W,  87, 71, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,29, Alabama, SEC, 20-13, +11.20, 114.7, 98.2, 64.7, +.004, +11.20, 109.1, 97.9, +6.59
Sat Apr 3, 1, Duke, W,  79, 78, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,1, Duke, ACC, 31-6, +12.59, 120.8, 88.5, 67.7, -.028, +12.59, 109.5, 96.9, +2.42
Mon Apr 5, 8, Georgia Tech, W,  82, 73, N,2, Connecticut, BE, 33-6, +8.93, 117.8, 89.5, 68.2, +.012, +8.93, 107.7, 98.8, -2.05,8, Georgia Tech, ACC, 28-10, +13.74, 113.5, 88.8, 69.1, +.008, +13.74, 110.8, 97.1, +0.97
Fri Nov 14, 7, Gonzaga, W,  73, 66, N,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,7, Gonzaga, WCC, 28-3, +3.28, 120.8, 95.5, 66.6, +.013, +3.28, 105.5, 102.2, +7.00
Tue Nov 25, 127, Boston University, W,  71, 56, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,127, Boston University, AE, 23-6, -7.79, 102.5, 99.5, 63.4, +.115, -7.79, 97.3, 105.1, +0.37
Sat Nov 29, 101, Old Dominion, W,  75, 72, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,101, Old Dominion, CAA, 17-12, +0.66, 104.6, 99.0, 69.1, -.019, +0.66, 103.0, 102.4, +2.85
Tue Dec 2, 174, San Francisco, W,  84, 52, H,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,174, San Francisco, WCC, 17-14, +2.10, 100.1, 101.7, 65.1, +.138, +2.10, 105.3, 103.2, +1.79
Sat Dec 6, 73, Penn, W,  67, 59, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,73, Penn, Ivy, 17-10, -2.36, 109.0, 99.2, 63.6, -.072, -2.36, 101.8, 104.2, +5.82
Tue Dec 9, 37, Boston College, W,  67, 57, H,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,37, Boston College, BE, 24-10, +7.21, 110.5, 95.1, 62.6, +.045, +7.21, 106.2, 99.0, -2.14
Sun Dec 14, 99, Drexel, W,  92, 70, N,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,99, Drexel, CAA, 18-11, -1.30, 106.7, 100.9, 67.7, -.017, -1.30, 102.1, 103.4, -5.62
Sat Dec 20, 102, California, W,  59, 57, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,102, California, P10, 13-15, +5.91, 103.7, 98.2, 64.0, -.018, +5.91, 107.4, 101.5, +3.39
Sat Dec 27, 82, Pacific, W,  73, 55, H,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,82, Pacific, BW, 25-8, +0.28, 108.6, 99.7, 63.6, +.096, +0.28, 103.4, 103.1, +3.56
Tue Dec 30, 150, Delaware, W,  75, 54, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,150, Delaware, CAA, 16-12, -1.81, 99.3, 98.6, 68.9, +.028, -1.81, 101.7, 103.5, -6.37
Sat Jan 3, 50, George Washington, W,  90, 81, H,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,50, George Washington, A10, 18-12, +5.32, 112.6, 99.5, 68.3, -.032, +5.32, 105.6, 100.3, +1.78
Tue Jan 6, 38, Richmond, W,  71, 60, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,38, Richmond, A10, 20-13, +6.95, 105.9, 90.9, 62.7, -.060, +6.95, 107.2, 100.2, +7.66
Sat Jan 10, 146, Duquesne, W,  78, 61, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,146, Duquesne, A10, 12-17, +2.77, 104.5, 103.5, 67.5, -.052, +2.77, 104.9, 102.2, -6.28
Tue Jan 13, 262, Fordham, W,  79, 35, H,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,262, Fordham, A10, 6-22, +5.59, 96.5, 106.4, 66.4, +.014, +5.59, 106.3, 100.8, +3.60
Sat Jan 17, 21, Xavier, W,  81, 73, A,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,21, Xavier, A10, 26-11, +7.19, 113.8, 93.6, 64.1, -.022, +7.19, 107.5, 100.3, +2.75
Wed Jan 21, 184, Massachusetts, W,  92, 67, H,3, Saint Joseph's, A10, 30-2, +6.99, 118.9, 91.2, 66.1, +.060, +6.99, 107.1, 100.1, +8.86,184, Massachusetts, A10, 10-19, +2.04, 103.0, 106.1, 66.5, -.022, +2.04, 104.3, 102.3, -2.91
